timestamp,ticker,price,equity
2024-11-08,PORTFOLIO,0,10620279.34440333
2024-11-11,PORTFOLIO,0,10483707.45965797
2024-11-12,PORTFOLIO,0,10435690.944185559
2024-11-13,PORTFOLIO,0,10359627.872173447
2024-11-14,PORTFOLIO,0,10304344.034420151
2024-11-15,PORTFOLIO,0,10379270.29921138
2024-11-18,PORTFOLIO,0,10458133.880350482
2024-11-19,PORTFOLIO,0,10505670.2417549
2024-11-20,PORTFOLIO,0,10479809.145059954
2024-11-21,PORTFOLIO,0,10494778.012155902
2024-11-22,PORTFOLIO,0,10498553.850580584
2024-11-25,PORTFOLIO,0,10496698.343546283
2024-11-26,PORTFOLIO,0,10522097.674814593
2024-11-27,PORTFOLIO,0,10416782.559229266
2024-11-28,PORTFOLIO,0,10107207.467960533
2024-11-29,PORTFOLIO,0,10362336.001627337
2024-12-02,PORTFOLIO,0,10357234.122034442
2024-12-03,PORTFOLIO,0,10393708.919441734
2024-12-04,PORTFOLIO,0,10455445.53113607
2024-12-05,PORTFOLIO,0,10492725.486234946
2024-12-06,PORTFOLIO,0,10441364.560621543
2024-12-09,PORTFOLIO,0,10406434.102253623
2024-12-10,PORTFOLIO,0,10382372.028355308
2024-12-11,PORTFOLIO,0,10428254.117985435
2024-12-12,PORTFOLIO,0,10435915.014396567
2024-12-13,PORTFOLIO,0,10408599.082389731
2024-12-16,PORTFOLIO,0,10388708.809196372
2024-12-17,PORTFOLIO,0,10374476.296470542
2024-12-18,PORTFOLIO,0,10360838.462123007
2024-12-19,PORTFOLIO,0,10342228.369717088
2024-12-20,PORTFOLIO,0,10363236.568637254
2024-12-23,PORTFOLIO,0,10410378.054553391
2024-12-24,PORTFOLIO,0,10427284.193713548
2024-12-26,PORTFOLIO,0,10421548.604410138
2024-12-27,PORTFOLIO,0,10416757.3514774
2024-12-30,PORTFOLIO,0,10414645.392407224
2025-01-02,PORTFOLIO,0,10388277.295376584
2025-01-03,PORTFOLIO,0,10516654.814838544
2025-01-06,PORTFOLIO,0,10644667.294379558
2025-01-07,PORTFOLIO,0,10483112.1952619
2025-01-08,PORTFOLIO,0,10482890.341532651
2025-01-09,PORTFOLIO,0,10226855.956806695
2025-01-10,PORTFOLIO,0,10489229.814982358
2025-01-13,PORTFOLIO,0,10385848.690000705
2025-01-14,PORTFOLIO,0,10376353.65214365
2025-01-15,PORTFOLIO,0,10431957.57061594
2025-01-16,PORTFOLIO,0,10467354.468015842
2025-01-17,PORTFOLIO,0,10495448.688539524
2025-01-20,PORTFOLIO,0,10239547.470561616
2025-01-21,PORTFOLIO,0,10519429.629884738
2025-01-22,PORTFOLIO,0,10606627.618720904
2025-01-23,PORTFOLIO,0,10596362.036460772
2025-01-24,PORTFOLIO,0,10551599.719276324
2025-01-31,PORTFOLIO,0,10390415.119956866
2025-02-03,PORTFOLIO,0,10296950.939517718
2025-02-04,PORTFOLIO,0,10326738.525481157
2025-02-05,PORTFOLIO,0,10392627.032450322
2025-02-06,PORTFOLIO,0,10443539.892016057
2025-02-07,PORTFOLIO,0,10391901.035158757
2025-02-10,PORTFOLIO,0,10368753.404727634
2025-02-11,PORTFOLIO,0,10273910.98499411
2025-02-12,PORTFOLIO,0,10298237.472039398
2025-02-13,PORTFOLIO,0,10460896.958367523
2025-02-14,PORTFOLIO,0,10505807.034829315
2025-02-17,PORTFOLIO,0,10099380.64904149
2025-02-18,PORTFOLIO,0,10505054.671288665
2025-02-19,PORTFOLIO,0,10524089.194695648
2025-02-20,PORTFOLIO,0,10510993.251199678
2025-02-21,PORTFOLIO,0,10458665.363970764
2025-02-24,PORTFOLIO,0,10437618.745776184
2025-02-25,PORTFOLIO,0,10323279.740309205
2025-02-26,PORTFOLIO,0,10281835.066994742
2025-02-27,PORTFOLIO,0,10118372.252551742
2025-02-28,PORTFOLIO,0,10195770.711740073
2025-03-04,PORTFOLIO,0,10022804.910302695
2025-03-05,PORTFOLIO,0,10094616.328935202
2025-03-06,PORTFOLIO,0,9976687.356843527
2025-03-07,PORTFOLIO,0,9954705.938474583
2025-03-10,PORTFOLIO,0,9665972.027026508
2025-03-11,PORTFOLIO,0,9695911.02868549
2025-03-12,PORTFOLIO,0,9777115.574714735
2025-03-13,PORTFOLIO,0,9729428.209816054
2025-03-14,PORTFOLIO,0,9837233.09178932
2025-03-17,PORTFOLIO,0,9773346.461204603
2025-03-18,PORTFOLIO,0,9673574.869641459
2025-03-19,PORTFOLIO,0,9761304.28692051
2025-03-20,PORTFOLIO,0,9785012.72039219
2025-03-21,PORTFOLIO,0,9870732.090204202
2025-03-24,PORTFOLIO,0,10022070.071509134
2025-03-25,PORTFOLIO,0,10047474.943524195
2025-03-26,PORTFOLIO,0,9975664.73289187
2025-03-27,PORTFOLIO,0,9961384.050788581
2025-03-28,PORTFOLIO,0,9935151.785834968
2025-03-31,PORTFOLIO,0,9968251.33283738
2025-04-01,PORTFOLIO,0,10003386.768145077
2025-04-02,PORTFOLIO,0,10012005.28754205
2025-04-03,PORTFOLIO,0,9930565.58379144
2025-04-04,PORTFOLIO,0,9740920.426656894
2025-04-07,PORTFOLIO,0,9744627.096977444
2025-04-08,PORTFOLIO,0,9709727.419334622
2025-04-09,PORTFOLIO,0,10222145.06916416
2025-04-10,PORTFOLIO,0,10215011.286510866
2025-04-11,PORTFOLIO,0,10244609.149799777
2025-04-14,PORTFOLIO,0,10256890.759251986
2025-04-15,PORTFOLIO,0,10284571.162755404
2025-04-16,PORTFOLIO,0,10011945.13291416
2025-04-17,PORTFOLIO,0,10010484.899134252
2025-04-18,PORTFOLIO,0,9996320.026289657
2025-04-21,PORTFOLIO,0,9928028.10541144
2025-04-22,PORTFOLIO,0,9970965.90646369
2025-04-23,PORTFOLIO,0,10137534.46391303
2025-04-24,PORTFOLIO,0,10196883.01941486
2025-04-25,PORTFOLIO,0,10333856.495481163
2025-04-28,PORTFOLIO,0,10329838.356162336
2025-04-29,PORTFOLIO,0,10338507.81655052
2025-04-30,PORTFOLIO,0,10350305.856919687
2025-05-02,PORTFOLIO,0,10384687.541322153
2025-05-07,PORTFOLIO,0,10333802.911423653
2025-05-08,PORTFOLIO,0,10367710.751358956
2025-05-09,PORTFOLIO,0,10376867.52881191
2025-05-12,PORTFOLIO,0,10424909.368378833
2025-05-13,PORTFOLIO,0,10527044.344748456
2025-05-14,PORTFOLIO,0,10660987.63124748
2025-05-15,PORTFOLIO,0,10614324.10955061
2025-05-16,PORTFOLIO,0,10661680.152305737
2025-05-19,PORTFOLIO,0,10593777.42770027
2025-05-20,PORTFOLIO,0,10600504.761043776
2025-05-21,PORTFOLIO,0,10528277.879112624
2025-05-22,PORTFOLIO,0,10530613.689377517
2025-05-23,PORTFOLIO,0,10525537.201645583
2025-05-26,PORTFOLIO,0,10164795.964580584
2025-05-27,PORTFOLIO,0,10654077.153946608
2025-05-28,PORTFOLIO,0,10655820.821823806
2025-05-29,PORTFOLIO,0,10723889.373001784
2025-05-30,PORTFOLIO,0,10608457.453232497
2025-06-02,PORTFOLIO,0,10633739.705765456
2025-06-04,PORTFOLIO,0,10694893.608719558
2025-06-05,PORTFOLIO,0,10475799.381102119
2025-06-09,PORTFOLIO,0,10654532.158318343
2025-06-10,PORTFOLIO,0,10729679.22765428
2025-06-11,PORTFOLIO,0,10744564.19209614
2025-06-12,PORTFOLIO,0,10731941.951600283
2025-06-13,PORTFOLIO,0,10731941.951600283
2025-06-16,PORTFOLIO,0,10762627.058099069
2025-06-17,PORTFOLIO,0,10729487.302048042
2025-06-18,PORTFOLIO,0,10768526.742813423
2025-06-19,PORTFOLIO,0,10785618.209945992
2025-06-20,PORTFOLIO,0,10805482.644150093
2025-06-23,PORTFOLIO,0,10874274.808609322
2025-06-24,PORTFOLIO,0,10968715.486252144
2025-06-25,PORTFOLIO,0,10971319.242813423
2025-06-26,PORTFOLIO,0,10973793.328354195
2025-06-27,PORTFOLIO,0,10941638.098099068
2025-06-30,PORTFOLIO,0,10936325.144150093
2025-07-01,PORTFOLIO,0,10872971.699030444
2025-07-02,PORTFOLIO,0,10857771.699030444
2025-07-03,PORTFOLIO,0,10909771.699030444
2025-07-04,PORTFOLIO,0,10868771.699030444
2025-07-07,PORTFOLIO,0,10818832.899030443
2025-07-08,PORTFOLIO,0,10813432.899030443
2025-07-09,PORTFOLIO,0,10802447.056749223
2025-07-10,PORTFOLIO,0,10840738.956437338
2025-07-11,PORTFOLIO,0,10855907.898849448
2025-07-14,PORTFOLIO,0,10868037.262069663
2025-07-15,PORTFOLIO,0,10846139.919540366
2025-07-16,PORTFOLIO,0,10885104.391952476
2025-07-17,PORTFOLIO,0,10877018.07701107
2025-07-18,PORTFOLIO,0,10904768.478645911
2025-07-21,PORTFOLIO,0,10912984.09168302
2025-07-22,PORTFOLIO,0,10882892.650459876
2025-07-23,PORTFOLIO,0,10904308.38592465
2025-07-24,PORTFOLIO,0,10825216.702254606
2025-07-25,PORTFOLIO,0,10848826.279219938
2025-07-28,PORTFOLIO,0,10887983.181487394
2025-07-29,PORTFOLIO,0,10848390.60762265
2025-07-30,PORTFOLIO,0,10886894.217028167
2025-07-31,PORTFOLIO,0,10854225.98552182
2025-08-01,PORTFOLIO,0,10682693.354021575
2025-08-04,PORTFOLIO,0,10762327.297289398
2025-08-05,PORTFOLIO,0,10772419.035692718
2025-08-06,PORTFOLIO,0,10835022.288271453
2025-08-07,PORTFOLIO,0,10916379.186594944
2025-08-08,PORTFOLIO,0,10952283.451182347
2025-08-11,PORTFOLIO,0,11011866.256602269
2025-08-12,PORTFOLIO,0,11034681.127268773
2025-08-13,PORTFOLIO,0,11067696.680125218
2025-08-14,PORTFOLIO,0,11046998.934672337
2025-08-18,PORTFOLIO,0,11021433.995097142
2025-08-19,PORTFOLIO,0,10960900.685160618
2025-08-20,PORTFOLIO,0,10942909.119833086
2025-08-21,PORTFOLIO,0,10930848.469259355
2025-08-22,PORTFOLIO,0,11036248.73161287
2025-08-25,PORTFOLIO,0,11093827.738509843
2025-08-26,PORTFOLIO,0,11119968.224715898
2025-08-27,PORTFOLIO,0,11106561.738509843
2025-08-28,PORTFOLIO,0,11127609.395980546
2025-08-29,PORTFOLIO,0,11086279.759200761
2025-09-01,PORTFOLIO,0,10913271.772994706
2025-09-02,PORTFOLIO,0,11036142.944259355
2025-09-03,PORTFOLIO,0,11041943.852046048
2025-09-04,PORTFOLIO,0,11064463.227259671
2025-09-05,PORTFOLIO,0,11078914.80654434
2025-09-08,PORTFOLIO,0,11071255.884943997
2025-09-09,PORTFOLIO,0,11088921.273615872
2025-09-10,PORTFOLIO,0,11133758.425700223
2025-09-11,PORTFOLIO,0,11208011.232661283
2025-09-12,PORTFOLIO,0,11341053.522653583
2025-09-15,PORTFOLIO,0,11418972.889688496
2025-09-16,PORTFOLIO,0,11489600.819253925
2025-09-17,PORTFOLIO,0,11462692.568552021
2025-09-18,PORTFOLIO,0,11537655.537360005
2025-09-19,PORTFOLIO,0,11598450.25617104
2025-09-22,PORTFOLIO,0,11769390.039084248
2025-09-23,PORTFOLIO,0,11745386.158713154
2025-09-24,PORTFOLIO,0,11785896.245627217
2025-09-25,PORTFOLIO,0,11749576.237295918
2025-09-26,PORTFOLIO,0,11707717.033682637
2025-09-29,PORTFOLIO,0,11786314.115896992
2025-09-30,PORTFOLIO,0,11814138.006186299
2025-10-01,PORTFOLIO,0,11941889.766531758
2025-10-02,PORTFOLIO,0,12024969.059653096
2025-10-10,PORTFOLIO,0,12024539.712851338
2025-10-13,PORTFOLIO,0,12094608.604315571
2025-10-14,PORTFOLIO,0,11984126.353873067
2025-10-15,PORTFOLIO,0,12092068.296271138
2025-10-16,PORTFOLIO,0,12200603.800986104
2025-10-17,PORTFOLIO,0,12312213.998678975
2025-10-20,PORTFOLIO,0,12447719.34223061
2025-10-21,PORTFOLIO,0,12395619.81780129
2025-10-22,PORTFOLIO,0,12379360.428229146
2025-10-23,PORTFOLIO,0,12394144.818335347
2025-10-24,PORTFOLIO,0,12507814.596792988
2025-10-27,PORTFOLIO,0,12756387.732641988
2025-10-28,PORTFOLIO,0,12770229.964804463
2025-10-29,PORTFOLIO,0,12940329.748801045
2025-10-30,PORTFOLIO,0,12925744.856238179
2025-10-31,PORTFOLIO,0,12997785.860434346
2025-11-03,PORTFOLIO,0,13295160.859778218
2025-11-04,PORTFOLIO,0,12972568.446890645
2025-11-05,PORTFOLIO,0,12933372.21219521
2025-11-06,PORTFOLIO,0,12850713.446524434
2025-11-07,PORTFOLIO,0,12729129.897833638
2025-11-10,PORTFOLIO,0,12976475.407355122
2025-11-11,PORTFOLIO,0,13026158.301596455
2025-11-12,PORTFOLIO,0,12977887.916418843
2025-11-13,PORTFOLIO,0,12809578.794028096
2025-11-14,PORTFOLIO,0,12602162.636557393
2025-11-17,PORTFOLIO,0,12757764.133093648
2025-11-18,PORTFOLIO,0,12549603.366659932
2025-11-19,PORTFOLIO,0,12555454.157599263
2025-11-20,PORTFOLIO,0,12560002.75150185
2025-11-21,PORTFOLIO,0,12327724.886175923
2025-11-24,PORTFOLIO,0,12491332.809531026
2025-11-25,PORTFOLIO,0,12505361.406943135
2025-11-26,PORTFOLIO,0,12613377.20110207
2025-11-27,PORTFOLIO,0,11940431.657864455
2025-11-28,PORTFOLIO,0,12597421.717947774
2025-12-01,PORTFOLIO,0,12664384.187903218
2025-12-02,PORTFOLIO,0,12782105.726324849
2025-12-03,PORTFOLIO,0,12820475.69908791
2025-12-04,PORTFOLIO,0,12834553.069388203
2025-12-05,PORTFOLIO,0,12873101.34891396
2025-12-08,PORTFOLIO,0,12948118.010657124
2025-12-09,PORTFOLIO,0,12912637.306143574
2025-12-10,PORTFOLIO,0,12992538.20476418
2025-12-11,PORTFOLIO,0,12878670.664603047
2025-12-12,PORTFOLIO,0,12925750.251089863
2025-12-15,PORTFOLIO,0,12864087.298971944
